 fishing_year,identification,capture_method,method,target,area,latitude,longitude,excluded,status,taxon
2015/2016,observer,net,trawl,Hoki,Chatham Rise,179.3005676,-44.18013194,,dead,Bird
2015/2016,observer,net,trawl,Hake,Stewart Snares Shelf,166.6708523,-48.9779121,,alive,Bird
2015/2016,observer,deck,surface longline,Broadbill swordfish,Northland and Hauraki,174.0669328,-34.64766874,deck,alive,Bird
2015/2016,observer,deck,surface longline,Broadbill swordfish,Northland and Hauraki,174.0731265,-34.6489954,deck,alive,Bird
2015/2016,observer,hook,surface longline,Broadbill swordfish,Northland and Hauraki,174.0299628,-34.54763791,,alive,Turtle
2015/2016,observer,hook,surface longline,Broadbill swordfish,Northland and Hauraki,174.0539819,-34.57416354,,alive,Turtle
2015/2016,necropsy,hook,bottom longline,Gurnard,Taranaki,174.0287995,-39.02342595,,dead,Bird
2015/2016,observer,net,trawl,Trevally,West Coast North Island,172.8360457,-34.90040511,,dead,Turtle
2015/2016,observer,deck,trawl,Jack mackerel,Taranaki,173.6413897,-40.25683476,deck,alive,Bird
2015/2016,observer,deck,surface longline,Broadbill swordfish,Northland and Hauraki,174.4561616,-34.74444408,deck,alive,Bird
2015/2016,observer,deck,surface longline,Broadbill swordfish,Northland and Hauraki,174.1413353,-34.67011937,deck,alive,Bird
2015/2016,observer,deck,surface longline,Broadbill swordfish,Northland and Hauraki,174.1502891,-34.64473142,deck,alive,Bird
2015/2016,imputation,other,trawl,Arrow squid,Stewart Snares Shelf,166.5245815,-48.77753873,not bycatch,alive,Bird
2015/2016,photograph,hook,surface longline,Broadbill swordfish,Northland and Hauraki,173.9241669,-33.53650509,,dead,Bird
2015/2016,observer,net,trawl,Hoki,Chatham Rise,180.3135297,-43.98469976,,dead,Bird
2015/2016,observer,net,trawl,Arrow squid,Stewart Snares Shelf,167.1732775,-48.84814956,,alive,Bird
2015/2016,necropsy,net,trawl,Barracouta,Stewart Snares Shelf,170.5965456,-46.23209638,,dead,Bird
2015/2016,observer,net,purse seine,Skipjack tuna,Northland and Hauraki,175.6903119,-35.84581049,,alive,Sting Ray
2015/2016,observer,net,purse seine,Skipjack tuna,Northland and Hauraki,175.7084456,-35.83671542,,alive,Sting Ray
2015/2016,observer,net,purse seine,Skipjack tuna,Northland and Hauraki,175.7215236,-35.85066151,,dead,Sting Ray
2015/2016,necropsy,net,trawl,Arrow squid,Stewart Snares Shelf,166.6861556,-48.78624904,,dead,Bird
2015/2016,observer,net,purse seine,Skipjack tuna,Northland and Hauraki,175.947908,-35.8308165,,alive,Sting Ray
2015/2016,observer,net,purse seine,Skipjack tuna,Northland and Hauraki,175.971057,-35.83708284,,alive,Sting Ray
2015/2016,observer,net,purse seine,Skipjack tuna,Northland and Hauraki,175.9709844,-35.82942328,,alive,Sting Ray
2015/2016,observer,other,trawl,Hake,Stewart Snares Shelf,166.7431438,-49.00307125,not bycatch,alive,Bird
2015/2016,necropsy,net,trawl,Arrow squid,Stewart Snares Shelf,166.9760539,-48.85323732,,dead,Bird
2015/2016,observer,net,trawl,Arrow squid,Stewart Snares Shelf,167.9269044,-48.50280294,,alive,Bird
2015/2016,imputation,hook,surface longline,Broadbill swordfish,Northland and Hauraki,173.9469983,-34.61104218,,alive,Bird
2015/2016,imputation,net,trawl,Arrow squid,Auckland Islands,166.8368547,-50.84008964,,alive,Bird
2015/2016,photograph,hook,surface longline,Broadbill swordfish,Northland and Hauraki,173.9000133,-34.5571494,,dead,Bird
2015/2016,observer,net,purse seine,Skipjack tuna,Bay of Plenty,176.1889218,-36.74712919,,alive,Sting Ray
2015/2016,necropsy,hook,bottom longline,Gurnard,Taranaki,174.148719,-38.88026679,,dead,Bird
2015/2016,observer,net,trawl,Arrow squid,Auckland Islands,166.7461605,-50.29803325,decomposed,decomposed,Seal
2015/2016,necropsy,net,trawl,Arrow squid,Stewart Snares Shelf,167.4711793,-48.76733238,,dead,Bird
2015/2016,necropsy,net,trawl,Arrow squid,Stewart Snares Shelf,167.1993426,-48.86121507,,dead,Bird
2015/2016,photograph,net,trawl,Arrow squid,Stewart Snares Shelf,167.4463605,-48.76664966,,dead,Bird
2015/2016,necropsy,warp or door,trawl,Arrow squid,Stewart Snares Shelf,167.5223095,-48.75428752,,dead,Bird
2015/2016,necropsy,net,trawl,Arrow squid,Stewart Snares Shelf,166.8945336,-48.86253018,,dead,Bird
2015/2016,photograph,net,trawl,Arrow squid,Stewart Snares Shelf,166.7234344,-48.80443281,,alive,Bird
2015/2016,photograph,net,trawl,Arrow squid,Stewart Snares Shelf,166.7027965,-48.80449526,,alive,Bird
2015/2016,imputation,net,trawl,Arrow squid,Stewart Snares Shelf,166.6983127,-48.82087751,,alive,Bird
2015/2016,necropsy,net,trawl,Arrow squid,Stewart Snares Shelf,166.8072969,-48.86193688,,dead,Bird
2015/2016,observer,net,trawl,Arrow squid,Stewart Snares Shelf,166.7960559,-48.8526528,,dead,Bird
2015/2016,necropsy,net,trawl,Arrow squid,Stewart Snares Shelf,166.8372569,-48.85983989,,dead,Bird
2015/2016,imputation,net,trawl,Hoki,Subantarctic,168.4038115,-52.44335593,,alive,Bird
2015/2016,imputation,net,trawl,Arrow squid,Stewart Snares Shelf,166.7865654,-48.83888769,,alive,Bird
2015/2016,photograph,net,trawl,Arrow squid,Stewart Snares Shelf,166.8632009,-48.78390243,,dead,Bird
2015/2016,photograph,deck,trawl,Arrow squid,Stewart Snares Shelf,167.0948322,-48.86238073,deck,alive,Bird
2015/2016,observer,net,trawl,Arrow squid,Stewart Snares Shelf,167.0618518,-48.84452802,,alive,Bird
2015/2016,imputation,hook,bottom longline,Ling,West Coast South Island,169.0728194,-43.08432404,,dead,Bird
2015/2016,photograph,other,bottom longline,Ling,West Coast South Island,169.0400679,-43.09823819,,alive,Bird
2015/2016,observer,net,trawl,Arrow squid,Stewart Snares Shelf,166.9374314,-48.7861185,,alive,Bird
2015/2016,observer,net,trawl,Arrow squid,Stewart Snares Shelf,166.8608592,-48.87290857,,alive,Bird
2015/2016,observer,net,trawl,Arrow squid,Stewart Snares Shelf,166.8506691,-48.87241283,,alive,Bird
2015/2016,necropsy,warp or door,trawl,Hake,Stewart Snares Shelf,166.7340266,-49.02074389,,dead,Bird
2015/2016,necropsy,warp or door,trawl,Hake,Stewart Snares Shelf,166.7667609,-49.00335411,,dead,Bird
2015/2016,photograph,hook,bottom longline,Ling,West Coast South Island,169.136773,-43.67419317,,dead,Bird
2015/2016,photograph,hook,bottom longline,Ling,West Coast South Island,169.1507891,-43.63961872,,dead,Bird
2015/2016,photograph,hook,bottom longline,Ling,West Coast South Island,169.1599226,-43.65126195,,dead,Bird
2015/2016,photograph,hook,bottom longline,Ling,West Coast South Island,169.147721,-43.6692507,,dead,Bird
2015/2016,photograph,hook,bottom longline,Ling,West Coast South Island,169.125524,-43.64449063,,dead,Bird
2015/2016,observer,net,trawl,Arrow squid,Stewart Snares Shelf,168.4377884,-48.15120461,,alive,Bird
2015/2016,photograph,net,trawl,Arrow squid,Stewart Snares Shelf,166.7859477,-48.84162455,,dead,Bird
2015/2016,photograph,net,trawl,Arrow squid,Stewart Snares Shelf,166.8149701,-48.85728298,,dead,Bird
2015/2016,photograph,net,trawl,Arrow squid,Stewart Snares Shelf,166.8193933,-48.85333997,,dead,Bird
2015/2016,photograph,net,trawl,Arrow squid,Stewart Snares Shelf,166.8157488,-48.84155389,,dead,Bird
2015/2016,photograph,net,trawl,Arrow squid,Stewart Snares Shelf,166.787878,-48.86309948,,dead,Bird
2015/2016,photograph,warp or door,trawl,Arrow squid,Stewart Snares Shelf,166.7444561,-48.78884672,,dead,Bird
2015/2016,photograph,deck,trawl,Silver warehou,Stewart Snares Shelf,166.9736943,-48.6183863,deck,alive,Bird
2015/2016,necropsy,hook,bottom longline,Snapper,Taranaki,174.2192862,-38.86179423,,dead,Bird
2015/2016,necropsy,net,trawl,Arrow squid,Stewart Snares Shelf,166.732875,-48.80898852,,dead,Bird
2015/2016,photograph,net,trawl,Arrow squid,Stewart Snares Shelf,167.2605625,-48.79683668,,dead,Bird
2015/2016,photograph,net,trawl,Arrow squid,Stewart Snares Shelf,167.2301062,-48.81046111,,dead,Bird
2015/2016,observer,deck,bottom longline,Ling,West Coast South Island,169.8060714,-42.87501385,deck,alive,Bird
2015/2016,observer,net,trawl,Jack mackerel,Taranaki,173.3521936,-40.21592577,,dead,Dolphin
2015/2016,photograph,net,trawl,Arrow squid,Stewart Snares Shelf,166.7939969,-48.81050131,,dead,Bird
2015/2016,necropsy,net,trawl,Arrow squid,Stewart Snares Shelf,166.8427456,-48.83519015,,dead,Bird
2015/2016,photograph,net,trawl,Arrow squid,Stewart Snares Shelf,166.8254957,-48.8700108,,dead,Bird
2015/2016,photograph,net,trawl,Arrow squid,Stewart Snares Shelf,166.8808107,-48.78931758,,dead,Bird
2015/2016,photograph,net,trawl,Arrow squid,Stewart Snares Shelf,166.8763832,-48.77964437,,alive,Bird
2015/2016,observer,net,trawl,Arrow squid,Stewart Snares Shelf,166.9779664,-48.87090206,,alive,Bird
2015/2016,photograph,warp or door,trawl,Arrow squid,Stewart Snares Shelf,167.0121194,-48.85379178,,dead,Bird
2015/2016,photograph,warp or door,trawl,Arrow squid,Stewart Snares Shelf,166.9922461,-48.87272052,,dead,Bird
2015/2016,necropsy,net,trawl,Arrow squid,Stewart Snares Shelf,167.2777072,-48.80154045,,dead,Bird
2015/2016,observer,deck,trawl,Arrow squid,Stewart Snares Shelf,167.0464902,-48.84740499,deck,alive,Bird
2015/2016,photograph,net,trawl,Arrow squid,Stewart Snares Shelf,167.0503134,-48.84563788,,dead,Bird
2015/2016,necropsy,net,trawl,Arrow squid,Stewart Snares Shelf,167.0538092,-48.87435235,,dead,Bird
2015/2016,necropsy,warp or door,trawl,Arrow squid,Stewart Snares Shelf,166.7862974,-48.82552232,,dead,Bird
2015/2016,photograph,net,trawl,Arrow squid,Stewart Snares Shelf,166.9389141,-48.83752661,,dead,Bird
2015/2016,photograph,net,trawl,Arrow squid,Stewart Snares Shelf,167.1325878,-48.82625132,,dead,Bird
2015/2016,observer,unknown,trawl,Smooth oreo,Subantarctic,178.6871311,-47.26722758,,,Bird
2015/2016,necropsy,net,trawl,Hoki,Stewart Snares Shelf,169.5343209,-47.48303498,,dead,Bird
2015/2016,photograph,net,trawl,Arrow squid,Stewart Snares Shelf,167.3298401,-48.79867402,,dead,Bird
2015/2016,observer,net,trawl,Arrow squid,Stewart Snares Shelf,167.3647505,-48.77751348,,alive,Bird
2015/2016,necropsy,net,trawl,Arrow squid,Stewart Snares Shelf,167.1137589,-48.86571592,,dead,Bird
2015/2016,photograph,net,trawl,Arrow squid,Stewart Snares Shelf,167.0605639,-48.83256908,,dead,Bird
2015/2016,photograph,net,trawl,Arrow squid,Stewart Snares Shelf,167.3625619,-48.81669252,,dead,Bird
2015/2016,photograph,net,trawl,Hake,Stewart Snares Shelf,166.7447609,-48.99786583,,dead,Bird
2015/2016,photograph,net,trawl,Arrow squid,Stewart Snares Shelf,167.0349563,-48.85994357,,dead,Bird
2015/2016,observer,net,trawl,Arrow squid,Stewart Snares Shelf,168.1841334,-48.28664323,,alive,Bird
2015/2016,observer,deck,trawl,Arrow squid,Stewart Snares Shelf,166.8323336,-48.8308379,deck,alive,Bird
2015/2016,necropsy,net,trawl,Arrow squid,Stewart Snares Shelf,166.7869686,-48.83179028,,dead,Bird
2015/2016,necropsy,net,trawl,Arrow squid,Stewart Snares Shelf,166.9379195,-48.84654346,,dead,Bird
2015/2016,observer,hook,bottom longline,Ling,West Coast South Island,169.2925407,-43.2918372,,dead,Bird
2015/2016,observer,net,trawl,Arrow squid,Stewart Snares Shelf,167.2632409,-48.78356713,,alive,Bird
2015/2016,necropsy,hook,bottom longline,Snapper,Northland and Hauraki,175.26724,-36.18706903,,dead,Bird
2015/2016,necropsy,net,trawl,Arrow squid,Stewart Snares Shelf,166.8539403,-48.86900187,,dead,Bird
2015/2016,necropsy,tangled,bottom longline,Snapper,Northland and Hauraki,175.2654732,-36.19713861,,dead,Bird
2015/2016,necropsy,net,trawl,Arrow squid,Stewart Snares Shelf,166.7803148,-48.86140907,,dead,Bird
2015/2016,photograph,net,trawl,Arrow squid,Stewart Snares Shelf,166.8910091,-48.85627491,,dead,Bird
2015/2016,necropsy,net,trawl,Arrow squid,Stewart Snares Shelf,166.9186245,-48.82824714,,dead,Bird
2015/2016,photograph,net,trawl,Arrow squid,Stewart Snares Shelf,166.889566,-48.83107121,,dead,Bird
2015/2016,necropsy,net,trawl,Arrow squid,Stewart Snares Shelf,167.4345454,-48.76184189,,dead,Bird
2015/2016,photograph,net,trawl,Arrow squid,Stewart Snares Shelf,167.7113072,-48.67352614,,dead,Bird
2015/2016,photograph,net,trawl,Arrow squid,Stewart Snares Shelf,167.7019831,-48.64773699,,dead,Bird
2015/2016,observer,hook,bottom longline,Snapper,Northland and Hauraki,175.3317547,-36.63775641,,dead,Bird
2015/2016,necropsy,net,trawl,Arrow squid,Stewart Snares Shelf,167.3509666,-48.81281442,,dead,Bird
2015/2016,necropsy,net,trawl,Hake,Stewart Snares Shelf,166.7618997,-48.99380148,,dead,Bird
2015/2016,necropsy,net,trawl,Arrow squid,Stewart Snares Shelf,167.2922359,-48.79535672,,dead,Bird
2015/2016,imputation,net,trawl,Arrow squid,Stewart Snares Shelf,167.2830984,-48.78442291,,alive,Bird
2015/2016,photograph,net,trawl,Arrow squid,Stewart Snares Shelf,167.7030047,-48.65177247,,dead,Bird
2015/2016,necropsy,net,trawl,Arrow squid,Stewart Snares Shelf,167.6935413,-48.64694448,,dead,Bird
2015/2016,photograph,net,trawl,Arrow squid,Stewart Snares Shelf,167.1544901,-48.83724387,,dead,Bird
2015/2016,photograph,net,trawl,Arrow squid,Stewart Snares Shelf,167.1386697,-48.8537169,,dead,Bird
2015/2016,observer,net,trawl,Arrow squid,Stewart Snares Shelf,167.0175007,-48.85102923,,alive,Bird
2015/2016,necropsy,net,trawl,Arrow squid,Stewart Snares Shelf,167.2255029,-48.80877242,,dead,Bird
2015/2016,imputation,net,trawl,Arrow squid,Stewart Snares Shelf,167.2299302,-48.77852695,,alive,Bird
2015/2016,necropsy,net,trawl,Arrow squid,Stewart Snares Shelf,167.3230027,-48.79999466,,dead,Bird
2015/2016,photograph,hook,surface longline,Bigeye tuna,East Coast North Island,178.9908204,-37.65852697,,dead,Bird
2015/2016,necropsy,net,trawl,Arrow squid,Stewart Snares Shelf,167.7209507,-48.6547362,,dead,Bird
2015/2016,photograph,net,trawl,Arrow squid,Stewart Snares Shelf,167.3183617,-48.82171569,,dead,Bird
2015/2016,imputation,net,trawl,Arrow squid,Stewart Snares Shelf,167.3052615,-48.79051717,,alive,Bird
2015/2016,observer,net,trawl,Hake,Stewart Snares Shelf,166.7747466,-49.00255137,,alive,Bird
2015/2016,observer,net,trawl,Hake,Stewart Snares Shelf,166.7622883,-49.00826874,,dead,Bird
2015/2016,photograph,hook,surface longline,Bigeye tuna,East Coast North Island,179.0089655,-37.49412327,,dead,Bird
2015/2016,photograph,net,trawl,Arrow squid,Stewart Snares Shelf,167.0686412,-48.86463321,,dead,Bird
2015/2016,necropsy,net,trawl,Arrow squid,Stewart Snares Shelf,166.8901275,-48.83459941,,dead,Bird
2015/2016,photograph,hook,surface longline,Bigeye tuna,East Coast North Island,179.1826602,-37.42959677,,dead,Bird
2015/2016,photograph,net,trawl,Arrow squid,Stewart Snares Shelf,167.1322098,-48.85494225,,dead,Bird
2015/2016,necropsy,net,trawl,Arrow squid,Stewart Snares Shelf,167.1804295,-48.85505277,,dead,Bird
2015/2016,necropsy,net,trawl,Arrow squid,Stewart Snares Shelf,167.0327885,-48.8284833,,dead,Bird
2015/2016,imputation,net,trawl,Arrow squid,Stewart Snares Shelf,167.1219928,-48.8407706,,alive,Bird
2015/2016,necropsy,net,trawl,Arrow squid,Stewart Snares Shelf,167.3153937,-48.79408838,,dead,Bird
2015/2016,observer,net,trawl,Arrow squid,Stewart Snares Shelf,167.3043674,-48.81717679,,alive,Bird
2015/2016,photograph,net,trawl,Arrow squid,Stewart Snares Shelf,167.182071,-48.84618112,,dead,Bird
2015/2016,necropsy,unknown,trawl,Arrow squid,Stewart Snares Shelf,167.0298209,-48.85672053,,dead,Bird
2015/2016,photograph,unknown,trawl,Arrow squid,Stewart Snares Shelf,167.0508311,-48.87029445,,dead,Bird
2015/2016,photograph,unknown,trawl,Arrow squid,Stewart Snares Shelf,167.0271634,-48.84354962,,dead,Bird
2015/2016,necropsy,net,trawl,Arrow squid,Stewart Snares Shelf,167.3327127,-48.78871468,,dead,Bird
2015/2016,photograph,net,trawl,Arrow squid,Stewart Snares Shelf,167.3578244,-48.79702351,,dead,Bird
2015/2016,photograph,net,trawl,Arrow squid,Stewart Snares Shelf,167.2872632,-48.81723556,,dead,Bird
2015/2016,photograph,net,trawl,Arrow squid,Stewart Snares Shelf,167.3450659,-48.7803169,,dead,Bird
2015/2016,observer,net,trawl,Arrow squid,Stewart Snares Shelf,167.5623855,-48.75280144,,alive,Bird
2015/2016,photograph,hook,surface longline,Bigeye tuna,East Coast North Island,179.017057,-37.48240906,,dead,Bird
2015/2016,observer,net,trawl,Arrow squid,Auckland Islands,166.5371495,-50.98170733,,dead,Seal
2015/2016,photograph,net,trawl,Arrow squid,Stewart Snares Shelf,167.3942195,-48.78040467,,dead,Bird
2015/2016,necropsy,net,trawl,Arrow squid,Auckland Islands,166.7904912,-50.85920605,,dead,Bird
2015/2016,observer,hook,surface longline,Bigeye tuna,East Coast North Island,178.988867,-37.59254798,,alive,Turtle
2015/2016,photograph,net,trawl,Arrow squid,Stewart Snares Shelf,167.4672563,-48.76890689,,dead,Bird
2015/2016,photograph,net,trawl,Arrow squid,Stewart Snares Shelf,167.5170341,-48.76486622,,dead,Bird
2015/2016,necropsy,net,trawl,Hoki,Chatham Rise,177.6722036,-42.8599298,,dead,Bird
2015/2016,necropsy,net,trawl,Arrow squid,Stewart Snares Shelf,167.677308,-48.64645837,,dead,Bird
2015/2016,photograph,net,trawl,Arrow squid,Stewart Snares Shelf,167.7139175,-48.6447155,,dead,Bird
2015/2016,photograph,net,trawl,Arrow squid,Stewart Snares Shelf,167.7546471,-48.63889131,,dead,Bird
2015/2016,observer,net,trawl,Arrow squid,Stewart Snares Shelf,167.6039144,-48.72062724,,alive,Bird
2015/2016,necropsy,hook,bottom longline,Gurnard,Taranaki,174.089791,-38.93848157,,dead,Bird
2015/2016,necropsy,net,trawl,Jack mackerel,Stewart Snares Shelf,167.3349085,-48.60440848,,dead,Bird
2015/2016,photograph,unknown,trawl,Arrow squid,Auckland Islands,166.6869482,-50.31843896,,alive,Bird
2015/2016,photograph,net,trawl,Arrow squid,Auckland Islands,166.6918974,-50.27748789,,dead,Bird
2015/2016,observer,net,trawl,Arrow squid,Auckland Islands,166.6972122,-50.31389696,,alive,Bird
2015/2016,photograph,hook,surface longline,Bigeye tuna,East Coast North Island,179.174324,-37.44200962,,dead,Bird
2015/2016,observer,hook,surface longline,Bigeye tuna,East Coast North Island,179.1173642,-37.32141237,,alive,Turtle
2015/2016,observer,net,trawl,Arrow squid,Auckland Islands,166.9991629,-50.72131069,,alive,Bird
2015/2016,necropsy,net,trawl,Arrow squid,Auckland Islands,166.2471877,-50.08413746,,dead,Bird
2015/2016,observer,net,trawl,Arrow squid,Auckland Islands,166.2434862,-49.9703457,,alive,Bird
2015/2016,photograph,net,trawl,Arrow squid,Auckland Islands,166.2331887,-50.14997382,,dead,Bird
2015/2016,observer,warp or door,trawl,Arrow squid,Stewart Snares Shelf,166.6108307,-48.77559022,,dead,Bird
2015/2016,observer,net,trawl,Arrow squid,Auckland Islands,166.2361026,-49.94349294,,alive,Bird
2015/2016,photograph,net,trawl,Arrow squid,Auckland Islands,166.8640444,-50.8067315,,dead,Bird
2015/2016,necropsy,net,trawl,Arrow squid,Auckland Islands,166.2643607,-49.94061447,,dead,Bird
2015/2016,observer,deck,trawl,Arrow squid,Auckland Islands,166.8960102,-50.78857392,deck,alive,Bird
2015/2016,imputation,net,trawl,Arrow squid,Auckland Islands,166.8864537,-50.79866772,,alive,Bird
2015/2016,necropsy,net,trawl,Arrow squid,Stewart Snares Shelf,166.6375751,-48.79355158,,dead,Bird
2015/2016,observer,net,trawl,Arrow squid,Auckland Islands,166.2976869,-49.90690276,,alive,Bird
2015/2016,necropsy,net,trawl,Arrow squid,Stewart Snares Shelf,166.5912133,-48.78742637,,dead,Bird
2015/2016,photograph,hook,bottom longline,Tarakihi,Northland and Hauraki,173.4303221,-34.73468126,,alive,Bird
2015/2016,photograph,net,trawl,Arrow squid,Auckland Islands,166.5066353,-50.99286451,,dead,Bird
2015/2016,photograph,net,trawl,Arrow squid,Auckland Islands,166.5059593,-51.00987413,,dead,Bird
2015/2016,observer,net,trawl,Arrow squid,Stewart Snares Shelf,167.5062245,-48.73903807,,alive,Bird
2015/2016,necropsy,net,setnet,School shark,East Coast South Island,171.3191304,-44.96725247,,dead,Penguin
2015/2016,observer,net,trawl,Arrow squid,Auckland Islands,166.8348352,-50.80916321,,dead,Seal
2015/2016,photograph,net,trawl,Arrow squid,Auckland Islands,166.1473961,-49.78580744,,dead,Bird
2015/2016,photograph,net,trawl,Arrow squid,Auckland Islands,166.1992178,-49.90594776,,dead,Bird
2015/2016,photograph,net,trawl,Arrow squid,Auckland Islands,166.7983236,-50.85628649,,dead,Bird
2015/2016,imputation,net,trawl,Arrow squid,Auckland Islands,166.5601603,-50.98503471,,alive,Bird
2015/2016,imputation,net,trawl,Arrow squid,Auckland Islands,166.5548315,-51.00645196,,alive,Bird
2015/2016,photograph,net,trawl,Arrow squid,Auckland Islands,166.5347656,-51.00113505,,dead,Bird
2015/2016,observer,net,trawl,Arrow squid,Auckland Islands,166.2206177,-49.9081965,,alive,Bird
2015/2016,necropsy,net,trawl,Arrow squid,Auckland Islands,166.1804805,-49.90624577,,dead,Bird
2015/2016,photograph,net,trawl,Arrow squid,Stewart Snares Shelf,167.9262963,-48.50183722,,dead,Bird
2015/2016,photograph,net,trawl,Arrow squid,Auckland Islands,166.5120342,-50.98518541,,dead,Bird
2015/2016,observer,net,trawl,Arrow squid,Auckland Islands,166.1620273,-49.84624394,,alive,Bird
2015/2016,necropsy,net,setnet,School shark,East Coast South Island,171.4468871,-44.92856161,,dead,Penguin
2015/2016,photograph,net,trawl,Arrow squid,Stewart Snares Shelf,167.55987,-48.69533355,,dead,Bird
2015/2016,imputation,deck,trawl,Arrow squid,Auckland Islands,166.7389307,-50.82987095,deck,alive,Bird
2015/2016,photograph,deck,trawl,Arrow squid,Auckland Islands,166.7495397,-50.86582048,deck,alive,Bird
2015/2016,observer,deck,trawl,Arrow squid,Auckland Islands,166.7259688,-50.86197912,deck,alive,Bird
2015/2016,photograph,deck,trawl,Arrow squid,Auckland Islands,166.7719703,-50.83091126,deck,alive,Bird
2015/2016,observer,deck,trawl,Arrow squid,Auckland Islands,166.7488031,-50.86237977,deck,alive,Bird
2015/2016,observer,deck,trawl,Arrow squid,Auckland Islands,166.7543615,-50.86409846,deck,alive,Bird
2015/2016,observer,deck,trawl,Arrow squid,Auckland Islands,166.7585866,-50.84466972,deck,alive,Bird
2015/2016,observer,deck,trawl,Arrow squid,Auckland Islands,166.7731197,-50.86425855,deck,alive,Bird
2015/2016,photograph,deck,trawl,Arrow squid,Auckland Islands,166.7594552,-50.84009351,deck,alive,Bird
2015/2016,necropsy,deck,trawl,Arrow squid,Auckland Islands,166.75638,-50.8748597,deck,dead,Bird
2015/2016,imputation,deck,trawl,Arrow squid,Auckland Islands,166.7287228,-50.87469575,deck,dead,Bird
2015/2016,imputation,deck,trawl,Arrow squid,Auckland Islands,166.7360418,-50.84574191,deck,alive,Bird
2015/2016,imputation,deck,trawl,Arrow squid,Auckland Islands,166.7511371,-50.84632596,deck,alive,Bird
2015/2016,photograph,deck,trawl,Arrow squid,Auckland Islands,166.7566551,-50.85653951,deck,alive,Bird
2015/2016,photograph,deck,trawl,Arrow squid,Auckland Islands,166.7466838,-50.84784671,deck,alive,Bird
2015/2016,imputation,deck,trawl,Arrow squid,Auckland Islands,166.7442562,-50.87084088,deck,dead,Bird
2015/2016,photograph,deck,trawl,Arrow squid,Auckland Islands,166.7295958,-50.85150039,deck,alive,Bird
2015/2016,imputation,deck,trawl,Arrow squid,Auckland Islands,166.7642178,-50.85403361,deck,alive,Bird
2015/2016,imputation,deck,trawl,Arrow squid,Auckland Islands,166.7643113,-50.86409903,deck,alive,Bird
2015/2016,imputation,deck,trawl,Arrow squid,Auckland Islands,166.7307911,-50.84253477,deck,alive,Bird
2015/2016,imputation,deck,trawl,Arrow squid,Auckland Islands,166.7666448,-50.87047262,deck,alive,Bird
2015/2016,photograph,deck,trawl,Arrow squid,Auckland Islands,166.7607112,-50.8548386,deck,alive,Bird
2015/2016,observer,deck,trawl,Arrow squid,Auckland Islands,166.7633097,-50.84183807,deck,dead,Bird
2015/2016,observer,deck,trawl,Arrow squid,Auckland Islands,166.753027,-50.85658772,deck,dead,Bird
2015/2016,photograph,deck,trawl,Arrow squid,Auckland Islands,166.7344178,-50.85585014,deck,dead,Bird
2015/2016,photograph,deck,trawl,Arrow squid,Auckland Islands,166.7254364,-50.84916711,deck,alive,Bird
2015/2016,photograph,deck,trawl,Arrow squid,Auckland Islands,166.7369945,-50.83890573,deck,alive,Bird
2015/2016,photograph,deck,trawl,Arrow squid,Auckland Islands,166.7301349,-50.83968952,deck,alive,Bird
2015/2016,photograph,deck,trawl,Arrow squid,Auckland Islands,166.728175,-50.83293084,deck,alive,Bird
2015/2016,necropsy,deck,trawl,Arrow squid,Auckland Islands,166.7464234,-50.83418593,deck,dead,Bird
2015/2016,imputation,deck,trawl,Arrow squid,Auckland Islands,166.748309,-50.83493216,deck,alive,Bird
2015/2016,imputation,deck,trawl,Arrow squid,Auckland Islands,166.7450722,-50.84466919,deck,alive,Bird
2015/2016,necropsy,deck,trawl,Arrow squid,Auckland Islands,166.7561384,-50.82995035,deck,dead,Bird
2015/2016,imputation,deck,trawl,Arrow squid,Auckland Islands,166.7402373,-50.82875942,deck,alive,Bird
2015/2016,photograph,net,trawl,Arrow squid,Auckland Islands,166.1499985,-49.77456138,,dead,Bird
2015/2016,necropsy,net,trawl,Arrow squid,Stewart Snares Shelf,167.0651995,-48.87102629,,dead,Bird
2015/2016,necropsy,net,trawl,Arrow squid,Stewart Snares Shelf,167.0437955,-48.84097076,,dead,Bird
2015/2016,observer,deck,trawl,Tarakihi,West Coast North Island,172.8492594,-34.21261238,deck,alive,Bird
2015/2016,observer,deck,trawl,Tarakihi,West Coast North Island,172.8264479,-34.21612753,deck,alive,Bird
2015/2016,photograph,deck,trawl,Arrow squid,Auckland Islands,166.5160717,-50.99003575,deck,alive,Bird
2015/2016,photograph,deck,trawl,Arrow squid,Auckland Islands,166.4924295,-50.99396345,deck,alive,Bird
2015/2016,photograph,deck,trawl,Arrow squid,Auckland Islands,166.4989224,-50.99329369,deck,alive,Bird
2015/2016,photograph,deck,trawl,Arrow squid,Auckland Islands,166.4859644,-50.97813718,deck,alive,Bird
2015/2016,necropsy,net,trawl,Jack mackerel,East Coast South Island,173.6691166,-44.0180987,,dead,Bird
2015/2016,photograph,warp or door,trawl,Arrow squid,Stewart Snares Shelf,167.0471931,-48.85218843,,dead,Bird
2015/2016,photograph,warp or door,trawl,Arrow squid,Stewart Snares Shelf,167.0615899,-48.86267631,,dead,Bird
2015/2016,necropsy,warp or door,trawl,Arrow squid,Stewart Snares Shelf,167.0660848,-48.84420372,,dead,Bird
2015/2016,observer,net,trawl,Arrow squid,Stewart Snares Shelf,166.6420015,-48.77056853,,alive,Bird
