 fishing_year,identification,capture_method,method,target,area,latitude,longitude,excluded,status,taxon
2010/2011,photograph,net,trawl,Scampi,Auckland Islands,167.0139418,-50.98740687,,dead,Bird
2010/2011,photograph,net,trawl,Scampi,Auckland Islands,166.9930555,-51.01943326,,dead,Bird
2010/2011,photograph,net,trawl,Scampi,Auckland Islands,166.994473,-51.01732718,,dead,Bird
2010/2011,necropsy,net,trawl,Scampi,Auckland Islands,167.013777,-51.01625571,,dead,Bird
2010/2011,photograph,net,trawl,Scampi,Auckland Islands,166.9997514,-50.98699174,,alive,Bird
2010/2011,photograph,net,trawl,Scampi,Auckland Islands,166.9798118,-50.98717627,,alive,Bird
2010/2011,photograph,net,trawl,Scampi,Auckland Islands,167.024184,-50.9907493,,dead,Bird
2010/2011,photograph,net,trawl,Scampi,Auckland Islands,166.9881456,-50.9849398,,dead,Bird
2010/2011,necropsy,warp or door,trawl,Arrow squid,Stewart Snares Shelf,166.3717858,-48.64148774,,dead,Bird
2010/2011,necropsy,net,trawl,Arrow squid,Stewart Snares Shelf,167.3087929,-48.80951993,,dead,Bird
2010/2011,necropsy,hook,bottom longline,Ling,Subantarctic,169.1878543,-51.35324748,decomposed,decomposed,Bird
2010/2011,necropsy,hook,bottom longline,Ling,Subantarctic,169.2036831,-51.35183924,decomposed,decomposed,Bird
2010/2011,necropsy,hook,bottom longline,Ling,Subantarctic,169.2015031,-51.33266658,decomposed,decomposed,Bird
2010/2011,necropsy,hook,bottom longline,Ling,Subantarctic,169.2805521,-51.56832441,decomposed,decomposed,Bird
2010/2011,necropsy,hook,bottom longline,Ling,Subantarctic,169.3863322,-51.38890078,decomposed,decomposed,Bird
2010/2011,observer,hook,bottom longline,Ling,Subantarctic,169.4213903,-51.41442979,decomposed,decomposed,Bird
2010/2011,observer,deck,trawl,Silver warehou,East Coast South Island,174.0681563,-43.54670532,deck,alive,Bird
2010/2011,necropsy,net,trawl,Arrow squid,Stewart Snares Shelf,169.3255591,-47.2140962,,dead,Bird
2010/2011,necropsy,net,trawl,Arrow squid,Stewart Snares Shelf,169.3451302,-47.21134964,,dead,Bird
2010/2011,necropsy,net,trawl,Arrow squid,Stewart Snares Shelf,169.3702495,-47.21178134,,dead,Bird
2010/2011,necropsy,warp or door,trawl,Arrow squid,Stewart Snares Shelf,167.3114595,-48.79889151,,dead,Bird
2010/2011,necropsy,net,trawl,Hoki,East Coast South Island,174.2102113,-43.47864985,,dead,Bird
2010/2011,photograph,deck,trawl,Arrow squid,Auckland Islands,166.5585276,-51.01105922,deck,alive,Bird
2010/2011,photograph,deck,trawl,Arrow squid,Auckland Islands,166.5463945,-50.99797763,deck,alive,Bird
2010/2011,photograph,deck,trawl,Arrow squid,Auckland Islands,166.5533707,-50.99913442,deck,alive,Bird
2010/2011,photograph,deck,trawl,Arrow squid,Auckland Islands,166.5300837,-51.02030189,deck,alive,Bird
2010/2011,photograph,deck,trawl,Arrow squid,Auckland Islands,166.5277072,-51.02456831,deck,alive,Bird
2010/2011,photograph,deck,trawl,Arrow squid,Auckland Islands,166.5583419,-50.98018101,deck,alive,Bird
2010/2011,photograph,deck,trawl,Arrow squid,Auckland Islands,166.5324628,-51.00600614,deck,alive,Bird
2010/2011,photograph,deck,trawl,Arrow squid,Auckland Islands,166.5508791,-50.99917487,deck,alive,Bird
2010/2011,photograph,deck,trawl,Arrow squid,Auckland Islands,166.5457954,-51.00387298,deck,alive,Bird
2010/2011,photograph,deck,trawl,Arrow squid,Auckland Islands,166.5611207,-51.02362183,deck,alive,Bird
2010/2011,photograph,deck,trawl,Arrow squid,Auckland Islands,166.5514344,-51.00716643,deck,alive,Bird
2010/2011,photograph,deck,trawl,Arrow squid,Auckland Islands,166.5454719,-51.00691175,deck,alive,Bird
2010/2011,photograph,deck,trawl,Arrow squid,Auckland Islands,166.5701494,-51.02010883,deck,alive,Bird
2010/2011,photograph,deck,trawl,Arrow squid,Auckland Islands,166.6679159,-50.9412756,deck,alive,Bird
2010/2011,photograph,deck,trawl,Arrow squid,Auckland Islands,166.6266757,-50.95315285,deck,alive,Bird
2010/2011,photograph,deck,trawl,Arrow squid,Auckland Islands,166.653269,-50.92653283,deck,alive,Bird
2010/2011,photograph,deck,trawl,Arrow squid,Auckland Islands,166.6354758,-50.92574609,deck,alive,Bird
2010/2011,photograph,deck,trawl,Arrow squid,Auckland Islands,166.6693312,-50.93283017,deck,alive,Bird
2010/2011,photograph,deck,trawl,Arrow squid,Auckland Islands,166.660328,-50.94611482,deck,alive,Bird
2010/2011,imputation,deck,trawl,Arrow squid,Auckland Islands,166.670056,-50.93115448,deck,alive,Bird
2010/2011,photograph,deck,trawl,Arrow squid,Auckland Islands,166.6564891,-50.94725961,deck,alive,Bird
2010/2011,photograph,deck,trawl,Arrow squid,Auckland Islands,166.6707385,-50.92770907,deck,alive,Bird
2010/2011,photograph,deck,trawl,Arrow squid,Auckland Islands,166.6554495,-50.9301888,deck,alive,Bird
2010/2011,photograph,deck,trawl,Arrow squid,Auckland Islands,166.6261448,-50.9492572,deck,alive,Bird
2010/2011,photograph,deck,trawl,Arrow squid,Auckland Islands,166.6349623,-50.97384302,deck,alive,Bird
2010/2011,photograph,deck,trawl,Arrow squid,Auckland Islands,166.636366,-50.97221992,deck,alive,Bird
2010/2011,photograph,deck,trawl,Arrow squid,Auckland Islands,166.6472718,-50.94654563,deck,alive,Bird
2010/2011,photograph,deck,trawl,Arrow squid,Auckland Islands,166.6730969,-50.95885178,deck,alive,Bird
2010/2011,photograph,deck,trawl,Arrow squid,Auckland Islands,166.6568847,-50.92908935,deck,alive,Bird
2010/2011,photograph,deck,trawl,Arrow squid,Auckland Islands,166.8929507,-50.73003986,deck,alive,Bird
2010/2011,photograph,deck,trawl,Arrow squid,Auckland Islands,166.9156642,-50.73209319,deck,alive,Bird
2010/2011,photograph,deck,trawl,Arrow squid,Auckland Islands,166.9073262,-50.76802381,deck,alive,Bird
2010/2011,observer,net,trawl,Arrow squid,Auckland Islands,167.2636025,-50.6082213,,alive,Bird
2010/2011,observer,net,trawl,Arrow squid,Stewart Snares Shelf,168.5647147,-48.02576202,,alive,Bird
2010/2011,necropsy,net,trawl,Arrow squid,Stewart Snares Shelf,168.5645797,-48.04445286,,dead,Bird
2010/2011,imputation,deck,trawl,Arrow squid,Auckland Islands,167.5032155,-50.48402868,deck,alive,Bird
2010/2011,observer,deck,trawl,Arrow squid,Auckland Islands,167.5232972,-50.49064882,deck,alive,Bird
2010/2011,necropsy,hook,bottom longline,Ling,Subantarctic,169.9321703,-51.0211872,decomposed,decomposed,Bird
2010/2011,observer,net,trawl,Arrow squid,Stewart Snares Shelf,169.8960711,-46.81757748,,alive,Bird
2010/2011,photograph,net,trawl,Scampi,Chatham Rise,176.7416037,-43.07824893,,dead,Bird
2010/2011,necropsy,net,trawl,Arrow squid,Auckland Islands,167.5918695,-50.46624023,,dead,Bird
2010/2011,necropsy,deck,trawl,Arrow squid,Auckland Islands,166.7631227,-50.88169612,deck,dead,Bird
2010/2011,necropsy,net,trawl,Arrow squid,Stewart Snares Shelf,168.5710238,-48.07041669,,dead,Bird
2010/2011,necropsy,hook,bottom longline,Ling,Subantarctic,169.881594,-51.06324641,decomposed,decomposed,Bird
2010/2011,necropsy,net,trawl,Arrow squid,Auckland Islands,166.2335788,-50.10110307,,dead,Bird
2010/2011,necropsy,net,trawl,Arrow squid,Stewart Snares Shelf,166.9361038,-48.89546895,,dead,Bird
2010/2011,observer,other,bottom longline,Ling,Subantarctic,170.0796113,-51.03956864,,alive,Bird
2010/2011,observer,hook,bottom longline,Ling,East Coast North Island,178.3773791,-37.51070426,decomposed,decomposed,Bird
2010/2011,necropsy,hook,bottom longline,Ling,Subantarctic,169.9683042,-50.9790551,,dead,Bird
2010/2011,necropsy,net,trawl,Arrow squid,Auckland Islands,166.30162,-49.9603016,,dead,Bird
2010/2011,necropsy,net,trawl,Arrow squid,Auckland Islands,166.2038373,-50.24344935,,dead,Bird
2010/2011,necropsy,hook,bottom longline,Ling,Subantarctic,170.0018679,-51.06594288,,dead,Bird
2010/2011,necropsy,net,trawl,Arrow squid,Auckland Islands,166.3140848,-49.95288545,,dead,Bird
2010/2011,necropsy,net,trawl,Arrow squid,Auckland Islands,166.2286157,-50.02755652,,dead,Bird
2010/2011,necropsy,net,trawl,Arrow squid,Stewart Snares Shelf,166.8289771,-48.83240707,,dead,Bird
2010/2011,necropsy,net,trawl,Arrow squid,Auckland Islands,166.1680691,-50.29551871,,dead,Bird
2010/2011,necropsy,net,trawl,Hoki,East Coast South Island,173.960909,-44.1114586,,dead,Bird
2010/2011,photograph,net,trawl,Scampi,Chatham Rise,176.6236967,-43.07274969,,dead,Bird
2010/2011,necropsy,net,trawl,Arrow squid,Auckland Islands,166.2585494,-50.07718807,,dead,Bird
2010/2011,necropsy,net,trawl,Hoki,East Coast South Island,174.1880123,-43.56216234,,dead,Bird
2010/2011,necropsy,net,trawl,Arrow squid,Stewart Snares Shelf,170.0372827,-46.71222352,,dead,Bird
2010/2011,necropsy,warp or door,trawl,Arrow squid,Stewart Snares Shelf,166.6609971,-48.80932503,,dead,Bird
2010/2011,necropsy,warp or door,trawl,Arrow squid,Stewart Snares Shelf,166.6363203,-48.82262345,,dead,Bird
2010/2011,necropsy,net,trawl,Arrow squid,Stewart Snares Shelf,167.2144389,-48.82438211,,dead,Bird
2010/2011,necropsy,net,trawl,Arrow squid,Auckland Islands,166.1818694,-50.03678146,,dead,Bird
2010/2011,photograph,net,trawl,Arrow squid,Stewart Snares Shelf,167.4789993,-48.74553997,,alive,Bird
2010/2011,imputation,net,trawl,Arrow squid,Auckland Islands,166.1624641,-49.85278606,,alive,Bird
2010/2011,necropsy,net,trawl,Arrow squid,Auckland Islands,166.3093725,-49.93048915,,dead,Bird
2010/2011,necropsy,net,trawl,Arrow squid,Stewart Snares Shelf,167.5746082,-48.70963468,,dead,Bird
2010/2011,photograph,net,trawl,Scampi,Auckland Islands,166.8992511,-50.86093797,,dead,Bird
2010/2011,imputation,net,trawl,Arrow squid,Auckland Islands,166.2866009,-49.99254474,,alive,Bird
2010/2011,photograph,net,trawl,Scampi,Auckland Islands,166.6594904,-51.01112586,,dead,Bird
2010/2011,necropsy,net,trawl,Jack mackerel,Stewart Snares Shelf,167.353111,-48.6874161,,dead,Bird
2010/2011,necropsy,net,trawl,Jack mackerel,Stewart Snares Shelf,167.3449221,-48.71666563,,dead,Bird
2010/2011,necropsy,net,trawl,Jack mackerel,Stewart Snares Shelf,167.3292866,-48.67579556,,dead,Bird
2010/2011,photograph,net,trawl,Jack mackerel,Stewart Snares Shelf,167.363225,-48.71923286,,dead,Bird
2010/2011,photograph,net,trawl,Scampi,Auckland Islands,166.2962929,-51.14400637,,dead,Bird
2010/2011,photograph,net,trawl,Scampi,Auckland Islands,166.3001658,-51.16097852,,dead,Bird
2010/2011,photograph,net,trawl,Scampi,Auckland Islands,166.2928512,-51.15724123,,dead,Bird
2010/2011,observer,net,trawl,Scampi,Auckland Islands,166.7206797,-51.16755045,,alive,Bird
2010/2011,necropsy,net,trawl,Arrow squid,Stewart Snares Shelf,167.3120656,-48.78298752,,dead,Bird
2010/2011,necropsy,net,trawl,Arrow squid,Auckland Islands,166.2503482,-49.99586926,,dead,Bird
2010/2011,photograph,net,trawl,Scampi,Auckland Islands,167.0540441,-50.94143703,,dead,Bird
2010/2011,photograph,net,trawl,Scampi,Auckland Islands,167.0697631,-50.93454295,,dead,Bird
2010/2011,necropsy,net,trawl,Arrow squid,Auckland Islands,166.2502048,-49.91606726,,dead,Bird
2010/2011,necropsy,net,trawl,Arrow squid,Auckland Islands,166.2380298,-49.91537814,,dead,Bird
2010/2011,photograph,net,trawl,Scampi,Auckland Islands,167.406922,-50.84366934,,dead,Bird
2010/2011,photograph,net,trawl,Scampi,Auckland Islands,167.4063807,-50.8503878,,dead,Bird
2010/2011,photograph,net,trawl,Scampi,Auckland Islands,166.9758025,-50.99628866,,dead,Bird
2010/2011,photograph,net,trawl,Scampi,Auckland Islands,167.0122236,-50.99383307,,dead,Bird
2010/2011,photograph,net,trawl,Scampi,Auckland Islands,166.9888323,-50.998955,,dead,Bird
2010/2011,photograph,net,trawl,Scampi,Auckland Islands,166.9997802,-50.98581059,,dead,Bird
2010/2011,photograph,net,trawl,Scampi,Auckland Islands,166.985068,-50.98946067,,dead,Bird
2010/2011,photograph,net,trawl,Scampi,Auckland Islands,167.0208879,-51.01299617,,dead,Bird
2010/2011,photograph,net,trawl,Scampi,Auckland Islands,167.015107,-50.99068876,,dead,Bird
2010/2011,photograph,net,trawl,Scampi,Auckland Islands,166.978169,-51.02331572,,alive,Bird
2010/2011,photograph,net,trawl,Scampi,Auckland Islands,167.0233327,-51.00519117,,dead,Bird
2010/2011,photograph,net,trawl,Scampi,Auckland Islands,166.9872743,-51.00316166,,dead,Bird
2010/2011,photograph,net,trawl,Arrow squid,Stewart Snares Shelf,167.3716865,-48.79945539,,dead,Bird
2010/2011,necropsy,net,trawl,Arrow squid,Auckland Islands,166.1264805,-49.83713886,,dead,Bird
2010/2011,imputation,net,trawl,Scampi,Auckland Islands,166.6953563,-50.95176382,decomposed,decomposed,Bird
2010/2011,observer,net,trawl,Arrow squid,Stewart Snares Shelf,170.8852583,-46.11693187,,dead,Seal
2010/2011,observer,net,trawl,Arrow squid,Auckland Islands,167.0594995,-50.66341346,,alive,Bird
2010/2011,observer,net,trawl,Arrow squid,Auckland Islands,167.063479,-50.65327701,,alive,Bird
2010/2011,observer,net,trawl,Arrow squid,Auckland Islands,167.0287875,-50.63408062,,alive,Bird
2010/2011,observer,net,trawl,Arrow squid,Auckland Islands,167.0430509,-50.67423832,,alive,Bird
2010/2011,necropsy,net,trawl,Silver warehou,Stewart Snares Shelf,166.4529209,-48.73884338,,dead,Bird
2010/2011,observer,net,trawl,Arrow squid,Auckland Islands,166.5101837,-51.00854964,,alive,Bird
2010/2011,observer,net,trawl,Arrow squid,Auckland Islands,166.516995,-51.01462458,,alive,Bird
2010/2011,observer,net,trawl,Arrow squid,Auckland Islands,166.5043848,-51.02037254,,alive,Bird
2010/2011,observer,net,trawl,Arrow squid,Auckland Islands,166.5216399,-50.99312981,,alive,Bird
2010/2011,photograph,net,trawl,Arrow squid,Auckland Islands,166.5001299,-50.99481967,,dead,Bird
2010/2011,necropsy,net,trawl,Arrow squid,Auckland Islands,166.4767843,-51.00303647,,dead,Bird
2010/2011,photograph,net,trawl,Arrow squid,Auckland Islands,166.5216076,-51.00669873,,alive,Bird
2010/2011,imputation,deck,trawl,Silver warehou,Stewart Snares Shelf,166.4123136,-48.76358706,deck,alive,Bird
2010/2011,observer,net,trawl,Arrow squid,Auckland Islands,167.0713919,-50.64619116,,alive,Bird
2010/2011,photograph,net,trawl,Arrow squid,Auckland Islands,167.0336104,-50.65206835,,dead,Bird
2010/2011,imputation,net,trawl,Silver warehou,Stewart Snares Shelf,166.3659236,-48.68230981,,alive,Bird
2010/2011,imputation,net,trawl,Silver warehou,Stewart Snares Shelf,166.373359,-48.68843249,,alive,Bird
2010/2011,imputation,net,trawl,Arrow squid,Stewart Snares Shelf,167.451831,-48.73030258,,alive,Bird
2010/2011,observer,net,trawl,Arrow squid,Stewart Snares Shelf,167.4537373,-48.77084132,,dead,Seal
2010/2011,imputation,net,trawl,Arrow squid,Stewart Snares Shelf,167.4477903,-48.75035708,,alive,Bird
2010/2011,imputation,net,trawl,Arrow squid,Stewart Snares Shelf,167.4475829,-48.73575911,,alive,Bird
2010/2011,imputation,deck,trawl,Arrow squid,Auckland Islands,166.13941,-50.29477662,deck,alive,Bird
2010/2011,necropsy,net,trawl,Hoki,Stewart Snares Shelf,168.0784261,-48.4529303,,dead,Bird
2010/2011,necropsy,net,trawl,Hoki,Stewart Snares Shelf,168.1017441,-48.43564784,,dead,Bird
2010/2011,imputation,deck,trawl,Arrow squid,Auckland Islands,166.2042824,-50.19510941,deck,alive,Bird
2010/2011,photograph,net,trawl,Arrow squid,Stewart Snares Shelf,167.1887355,-48.86026254,,dead,Bird
2010/2011,necropsy,net,trawl,Hoki,Stewart Snares Shelf,166.4018982,-48.74840268,,dead,Bird
2010/2011,photograph,net,trawl,Arrow squid,Auckland Islands,166.5090728,-51.0180754,,dead,Bird
2010/2011,necropsy,net,trawl,Arrow squid,Auckland Islands,166.6088005,-50.26161478,,dead,Bird
2010/2011,necropsy,warp or door,trawl,Tarakihi,East Coast North Island,178.3549571,-37.537454,,dead,Bird
2010/2011,necropsy,net,trawl,Hoki,Stewart Snares Shelf,166.5397694,-49.02297195,,dead,Bird
2010/2011,photograph,net,trawl,Arrow squid,Stewart Snares Shelf,166.9877739,-48.81443865,,dead,Bird
2010/2011,observer,net,trawl,Arrow squid,Auckland Islands,166.4572382,-51.00515975,,alive,Bird
2010/2011,observer,net,trawl,Arrow squid,Auckland Islands,166.5137334,-50.99145047,,alive,Bird
2010/2011,photograph,net,trawl,Barracouta,Stewart Snares Shelf,167.2013063,-48.62676506,,dead,Bird
2010/2011,observer,net,trawl,Jack mackerel,Stewart Snares Shelf,167.1664758,-48.65038273,,alive,Bird
2010/2011,observer,net,trawl,Jack mackerel,Stewart Snares Shelf,167.1451985,-48.66487552,,alive,Bird
2010/2011,photograph,net,trawl,Arrow squid,Auckland Islands,166.5656127,-50.97843078,,dead,Bird
2010/2011,imputation,unknown,trawl,Arrow squid,Stewart Snares Shelf,167.4283751,-48.76509824,,alive,Bird
2010/2011,photograph,net,trawl,Scampi,Auckland Islands,167.2091887,-50.62571882,,dead,Bird
2010/2011,photograph,net,trawl,Scampi,Auckland Islands,166.9343951,-50.80272788,,dead,Bird
2010/2011,observer,net,trawl,Silver warehou,Stewart Snares Shelf,166.4264918,-48.77552754,,alive,Bird
2010/2011,observer,net,trawl,Arrow squid,Auckland Islands,166.7063055,-50.23120297,,alive,Bird
2010/2011,photograph,net,trawl,Arrow squid,Auckland Islands,166.8633248,-50.79068322,,dead,Bird
2010/2011,photograph,net,trawl,Arrow squid,Auckland Islands,166.8426413,-50.77513583,,dead,Bird
2010/2011,photograph,net,trawl,Scampi,Auckland Islands,167.2992297,-50.62033893,,dead,Bird
2010/2011,observer,net,trawl,Jack mackerel,Taranaki,174.2140136,-40.24479075,,dead,Dolphin
2010/2011,observer,net,trawl,Jack mackerel,Taranaki,174.1831668,-40.27032558,,dead,Dolphin
2010/2011,photograph,net,trawl,Scampi,Auckland Islands,167.0126927,-50.81333524,,dead,Bird
2010/2011,observer,net,trawl,Scampi,Auckland Islands,167.01374,-50.80031242,,alive,Bird
2010/2011,photograph,net,trawl,Arrow squid,Auckland Islands,166.6371188,-50.95096307,,dead,Bird
2010/2011,necropsy,net,trawl,Arrow squid,Stewart Snares Shelf,166.7507166,-48.90424772,,dead,Bird
2010/2011,photograph,net,trawl,Scampi,Auckland Islands,166.7536783,-50.9144217,,dead,Bird
2010/2011,photograph,net,trawl,Scampi,Auckland Islands,166.7387473,-50.87832452,,dead,Bird
2010/2011,observer,hook,surface longline,Bigeye tuna,East Coast North Island,179.2580561,-38.38713233,,alive,Turtle
2010/2011,photograph,net,trawl,Scampi,Auckland Islands,167.0588991,-50.70214991,,dead,Bird
2010/2011,observer,net,trawl,Jack mackerel,Taranaki,174.6962752,-40.47025384,,dead,Dolphin
2010/2011,imputation,net,trawl,Hoki,Stewart Snares Shelf,168.1817777,-48.39382811,,alive,Bird
2010/2011,necropsy,net,trawl,Arrow squid,Fiordland,166.0406609,-46.58393401,,dead,Bird
2010/2011,imputation,deck,trawl,Arrow squid,Stewart Snares Shelf,168.4749848,-48.08523353,deck,alive,Bird
2010/2011,photograph,net,trawl,Scampi,Auckland Islands,166.8182064,-50.87889161,,dead,Bird
2010/2011,photograph,net,trawl,Scampi,Auckland Islands,167.1203896,-50.71012761,,dead,Bird
2010/2011,photograph,net,trawl,Arrow squid,Auckland Islands,166.941083,-50.76998835,,dead,Bird
2010/2011,observer,net,trawl,Arrow squid,Fiordland,166.0715794,-46.69971729,,alive,Bird
2010/2011,necropsy,net,trawl,Hoki,Chatham Rise,178.0585238,-42.83003304,,dead,Bird
2010/2011,observer,deck,trawl,Hoki,Chatham Rise,178.6061294,-42.93665043,deck,alive,Bird
2010/2011,photograph,net,trawl,Arrow squid,Auckland Islands,167.1090326,-50.65722437,,dead,Bird
2010/2011,photograph,net,trawl,Arrow squid,Auckland Islands,167.1054778,-50.66031963,,dead,Bird
2010/2011,photograph,net,trawl,Arrow squid,Auckland Islands,167.0985532,-50.64255779,,dead,Bird
2010/2011,photograph,net,trawl,Arrow squid,Auckland Islands,166.543822,-50.96358467,,dead,Bird
2010/2011,imputation,net,trawl,Arrow squid,Stewart Snares Shelf,167.2541885,-48.85250395,,alive,Bird
2010/2011,necropsy,net,trawl,Hoki,Chatham Rise,179.3565967,-42.99125781,,dead,Bird
